mt_ssa,scm1_ssa,scm2_ssa,mt_pi,scm1_pi,scm2_pi,opc,mt,scm1,scm2,water,fa,ca,sp,age,strength
1198.0,0.0,4580.0,76.67,0.0,47.5,304.0,67.3,0.0,304.0,351.3,1654.7,0.0,0.0,14.0,24.4
1198.0,0.0,4580.0,76.67,0.0,47.5,304.0,67.3,0.0,304.0,351.3,1654.7,0.0,0.0,28.0,35.1
1198.0,0.0,4580.0,76.67,0.0,47.5,236.7,135.3,0.0,304.0,351.3,1654.7,0.0,0.0,3.0,6.1
1198.0,0.0,4580.0,76.67,0.0,47.5,236.7,135.3,0.0,304.0,351.3,1654.7,0.0,0.0,7.0,12.5
1198.0,0.0,4580.0,76.67,0.0,47.5,236.7,135.3,0.0,304.0,351.3,1654.7,0.0,0.0,14.0,19.2
1198.0,0.0,4580.0,76.67,0.0,47.5,236.7,135.3,0.0,304.0,351.3,1654.7,0.0,0.0,28.0,29.0
1198.0,0.0,4580.0,76.67,0.0,47.5,168.7,202.6,0.0,304.0,351.3,1654.7,0.0,0.0,3.0,5.5
1198.0,0.0,4580.0,76.67,0.0,47.5,168.7,202.6,0.0,304.0,351.3,1654.7,0.0,0.0,7.0,10.7
1198.0,0.0,4580.0,76.67,0.0,47.5,168.7,202.6,0.0,304.0,351.3,1654.7,0.0,0.0,14.0,15.6
1198.0,0.0,4580.0,76.67,0.0,47.5,168.7,202.6,0.0,304.0,351.3,1654.7,0.0,0.0,28.0,22.3
1290.0,0.0,0.0,81.41,0.0,0.0,410.2,175.8,0.0,0.0,293.0,1758.0,0.0,0.0,7.0,21.3
1290.0,0.0,0.0,81.41,0.0,0.0,410.2,175.8,0.0,0.0,293.0,1758.0,0.0,0.0,28.0,29.2
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,0.0,87.9,293.0,1758.0,0.0,0.0,7.0,25.6
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,0.0,87.9,293.0,1758.0,0.0,0.0,28.0,36.2
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,87.9,0.0,293.0,1758.0,0.0,0.0,7.0,23.2
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,87.9,0.0,293.0,1758.0,0.0,0.0,28.0,33.6
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,58.6,58.6,58.6,293.0,1758.0,0.0,0.0,7.0,22.3
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,58.6,58.6,58.6,293.0,1758.0,0.0,0.0,28.0,36.6
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,22.0,65.9,293.0,1758.0,0.0,0.0,7.0,21.9
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,22.0,65.9,293.0,1758.0,0.0,0.0,28.0,37.9
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,44.0,44.0,293.0,1758.0,0.0,0.0,7.0,23.2
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,44.0,44.0,293.0,1758.0,0.0,0.0,28.0,35.3
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,65.9,22.0,293.0,1758.0,0.0,0.0,7.0,22.5
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,87.9,65.9,22.0,293.0,1758.0,0.0,0.0,28.0,33.1
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,35.2,70.3,70.3,293.0,1758.0,0.0,0.0,7.0,23.5
1290.0,595.0,1020.0,81.41,44.16,45.27,410.2,35.2,70.3,70.3,293.0,1758.0,0.0,0.0,28.0,40.2
